workload,trial_idx,datetime,accumulated_submission_time,accuracy,loss,global_step,epoch,steps_per_epoch,global_start_time,goal_reached,is_time_remaining,training_complete,batch_size,hparam.learning_rate,hparam.momentum,workload.eval_period_time_sec,workload.max_allowed_runtime_sec,workload.num_eval_train_examples,workload.num_train_examples,workload.num_validation_examples,workload.target_value,extra.coil100.target_value,extra.coil100.aug_fliplr,extra.cifar10.aug_width_shift_max,extra.cifar10.aug_height_shift_max,cpu.util.avg_percent_since_last,cpu.freq.current,mem.total,mem.available,mem.used,mem.percent_used,mem.read_bytes_since_boot,mem.write_bytes_since_boot,net.bytes_sent_since_boot,net.bytes_recv_since_boot,gpu.count,gpu.0.compute.util,gpu.0.mem.util,gpu.0.mem.total,gpu.0.mem.used,gpu.0.mem.free,gpu.0.temp.current,gpu.avg.compute.util,gpu.avg.mem.util,gpu.avg.mem.total,gpu.avg.mem.used,gpu.avg.mem.free,gpu.avg.temp.current
coil100_jax_dropout,1,2022-04-11T21:03:11.694346,7.6212286949157715,0.0131944445893168,4.574275016784668,0,0.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172380553216,12551708672,7.7,423024277504,224989808640,4027565983191,36563013958597,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,36.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,36.0
coil100_jax_dropout,1,2022-04-11T21:03:29.531601,16.628676414489746,0.0895833373069763,4.112597942352295,90,1.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172341309440,12590952448,7.7,423024277504,224989876224,4027566020817,36563013972159,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,37.0
coil100_jax_dropout,1,2022-04-11T21:03:47.272200,25.48619484901428,0.2743055522441864,3.1037821769714355,180,2.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172335730688,12595920896,7.7,423024277504,224990053888,4027584078215,36563014117576,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,1,2022-04-11T21:04:05.006964,34.19014596939087,0.550000011920929,1.9043723344802856,270,3.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172333998080,12597342208,7.7,423024277504,224990053888,4027602160279,36563014287716,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,1,2022-04-11T21:04:22.682275,43.050302028656006,0.7145833373069763,1.1501141786575315,360,4.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172333244416,12598231040,7.7,423024277504,224990055424,4027620224127,36563014463583,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,1,2022-04-11T21:04:40.903596,51.86685538291931,0.8097222447395325,0.7289527058601379,450,5.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172333211648,12598468608,7.7,423024277504,224990055424,4027638322319,36563014642584,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,1,2022-04-11T21:04:58.584226,60.55923128128052,0.8673611283302307,0.4646656513214111,540,6.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172331495424,12599873536,7.8,423024277504,224990056960,4027656378211,36563014802616,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,1,2022-04-11T21:05:16.239046,69.14737606048584,0.9166666865348816,0.3102868199348449,630,7.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172331556864,12599947264,7.8,423024277504,224990056960,4027675398173,36563015074041,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,1,2022-04-11T21:05:34.246950,77.8097198009491,0.9277778267860411,0.2314191907644271,720,8.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172329689088,12602368000,7.8,423024277504,224990061056,4027693510352,36563015263995,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
coil100_jax_dropout,1,2022-04-11T21:05:52.084854,86.60252404212952,0.9333333373069764,0.1910726428031921,810,9.0,90,1649725354.787285,False,True,False,64,0.001,0.9,30,3600,5760,5760,1440,1.0,1.0,0.5,13,13,5.3,2194.842,186810937344,172329791488,12602101760,7.8,423024277504,224990120960,4027711613123,36563015436367,1,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0,0.0,0.9164257151645648,32510.0,29793.0,2717.0,38.0
